id,stock,datetime,open,high,low,close,volume
2215,LT.NS,2024-01-01,3477.968451638937,3477.968451638937,3436.730292587616,3465.63134765625,777080
2216,LT.NS,2024-01-02,3465.2382880568675,3465.6314050038186,3373.7670784461066,3379.763671875,1511464
2217,LT.NS,2024-01-03,3374.7502018567843,3407.042911934397,3353.7134046664887,3381.9755859375,1283859
2218,LT.NS,2024-01-04,3382.6634911645956,3421.0509521502554,3364.919709377571,3400.013916015625,1651616
2219,LT.NS,2024-01-05,3406.157716000353,3494.67982251401,3401.291754120527,3462.141357421875,2069018
2220,LT.NS,2024-01-08,3479.9346884970446,3499.546136835132,3430.783068603019,3441.69482421875,1993855
2221,LT.NS,2024-01-09,3467.5975902807595,3532.7726863797207,3460.3724461419374,3495.614013671875,1807271
2222,LT.NS,2024-01-10,3489.715510244733,3498.562801058463,3460.2737404808913,3485.341064453125,1534821
2223,LT.NS,2024-01-11,3485.3412734209137,3499.152926241177,3441.154016318223,3445.381103515625,1105348
2224,LT.NS,2024-01-12,3445.5775381734243,3517.928574122562,3434.7641824746715,3508.245849609375,1782631
2225,LT.NS,2024-01-15,3515.4221289211832,3544.5197428637716,3478.0176995136876,3482.932861328125,1783518
2226,LT.NS,2024-01-16,3487.798642841839,3528.1029676322887,3477.968319722217,3512.865966796875,1791818
2227,LT.NS,2024-01-17,3494.6800567814375,3553.12128286779,3487.5038725189397,3510.359375,2699076
2228,LT.NS,2024-01-18,3510.2120074684813,3555.5788549915437,3465.189077273359,3534.984375,2148898
2229,LT.NS,2024-01-19,3541.86535356598,3593.818706277956,3541.86535356598,3584.1357421875,1913923
2230,LT.NS,2024-01-23,3575.8784984849062,3599.2255163150785,3476.198876255316,3490.747802734375,1742142
2231,LT.NS,2024-01-24,3509.42538797253,3556.5617397917517,3461.944878841512,3528.299560546875,3711521
2232,LT.NS,2024-01-25,3538.818049700548,3556.856789265897,3504.3137583223156,3532.4775390625,2206540
2233,LT.NS,2024-01-29,3542.848619117449,3670.4954668349046,3539.0148889195443,3645.083984375,2072982
2234,LT.NS,2024-01-30,3652.898892229969,3674.4764035995604,3563.3937517215904,3571.6513671875,1454989
2235,LT.NS,2024-01-31,3460.274085782025,3477.968669175228,3329.5799747746314,3420.70703125,9637606
2236,LT.NS,2024-02-01,3420.952648501876,3434.4693435929394,3313.8021201436277,3340.343994140625,6149780
2237,LT.NS,2024-02-02,3344.9640731096847,3378.0432551299355,3303.9716728034773,3318.766357421875,7579802
2238,LT.NS,2024-02-05,3318.2259281033166,3350.1252820787877,3262.1438806374467,3285.048583984375,2954238
2239,LT.NS,2024-02-06,3289.226158100314,3369.5890506360884,3280.9195829570976,3366.1484375,2545192
2240,LT.NS,2024-02-07,3386.5466762260303,3388.512741059834,3331.4968608795407,3337.10009765625,2099940
2241,LT.NS,2024-02-08,3355.089301524322,3359.807904650614,3237.9610968272273,3278.904296875,3471727
2242,LT.NS,2024-02-09,3279.641811825158,3332.479802798737,3252.8049795729025,3268.140380859375,3121873
2243,LT.NS,2024-02-12,3273.497740318375,3282.4923903623385,3231.2273490770262,3243.564453125,1922273
