id,stock,datetime,open,high,low,close,volume
3691,TITAN.NS,2024-01-01,3665.9359215079717,3674.879652408913,3644.5703421335015,3654.159912109375,286683
3692,TITAN.NS,2024-01-02,3665.936005746489,3684.6682507207056,3619.72672836313,3675.128173828125,453685
3693,TITAN.NS,2024-01-03,3684.817175790701,3686.7549356531817,3642.08601652452,3669.960693359375,356757
3694,TITAN.NS,2024-01-04,3672.8923146010957,3703.698500140228,3663.6006744976294,3696.444091796875,545228
3695,TITAN.NS,2024-01-05,3696.443823117144,3726.554431446072,3664.1967539598745,3689.338623046875,963628
3696,TITAN.NS,2024-01-08,3746.429523199008,3753.236793251043,3672.693478718839,3682.87939453125,1202148
3697,TITAN.NS,2024-01-09,3713.586209433203,3730.479923929049,3662.1100190936004,3670.90478515625,572612
3698,TITAN.NS,2024-01-10,3684.8171812640235,3706.6796348745434,3666.9297192190525,3691.226806640625,556311
3699,TITAN.NS,2024-01-11,3703.5989456532375,3719.3002109714485,3669.5135868281054,3675.47607421875,392818
3700,TITAN.NS,2024-01-12,3676.867387477774,3710.9529904304845,3625.1427585445963,3702.704833984375,990582
3701,TITAN.NS,2024-01-15,3716.6171204026955,3751.3982966631484,3712.642128830072,3735.349365234375,661292
3702,TITAN.NS,2024-01-16,3735.34928092915,3833.8792852660754,3732.5170024518866,3796.4150390625,1170685
3703,TITAN.NS,2024-01-17,3795.0735491514088,3830.898209988153,3776.2420746964935,3806.104248046875,723356
3704,TITAN.NS,2024-01-18,3767.6463075415013,3800.7379194847695,3695.599582691264,3711.350341796875,1293580
3705,TITAN.NS,2024-01-19,3718.803376365247,3837.3575504263204,3717.312754501816,3786.77587890625,2566367
3706,TITAN.NS,2024-01-23,3762.329352772228,3833.8791978328727,3682.581087965051,3716.26904296875,1053510
3707,TITAN.NS,2024-01-24,3740.467186337119,3756.367153122824,3688.543857302551,3744.293212890625,636988
3708,TITAN.NS,2024-01-25,3746.826874879432,3773.2109293710373,3706.779029779061,3746.628173828125,646135
3709,TITAN.NS,2024-01-29,3737.0885677661845,3850.7732340695343,3737.0388318467676,3842.475341796875,699215
3710,TITAN.NS,2024-01-30,3857.729432389957,3862.648436079971,3691.773529450976,3712.393798828125,852445
3711,TITAN.NS,2024-01-31,3725.5608984121336,3751.3983439599374,3630.4095364428185,3674.4326171875,1386754
3712,TITAN.NS,2024-02-01,3714.629630230377,3714.629630230377,3578.486168662276,3604.770751953125,1408462
3713,TITAN.NS,2024-02-02,3612.273496102766,3690.2329677365265,3579.9269545130305,3589.814697265625,2320153
3714,TITAN.NS,2024-02-05,3590.3614353652333,3601.9882373001815,3512.799363061967,3529.84228515625,1771614
3715,TITAN.NS,2024-02-06,3529.8422406288,3555.580213929962,3509.5201448044195,3536.897705078125,1069901
3716,TITAN.NS,2024-02-07,3555.630026163629,3597.367438432738,3533.5688710585187,3554.139404296875,900220
3717,TITAN.NS,2024-02-08,3582.2626000581804,3587.430040790765,3481.0990118809,3526.910888671875,1011857
3718,TITAN.NS,2024-02-09,3526.9107341972385,3575.405437148201,3510.762330981293,3569.14501953125,838509
3719,TITAN.NS,2024-02-12,3576.4987506455486,3595.97630685008,3547.7297969924616,3562.834716796875,487283
3720,TITAN.NS,2024-02-13,3584.4487594087186,3586.1878182745254,3528.947840845702,3537.69287109375,796060
3721,TITAN.NS,2024-02-14,3523.8300347402733,3571.38096854917,3481.397048157815,3563.1328125,1046318
3722,TITAN.NS,2024-02-15,3572.5733483768417,3609.292283854109,3548.673663447969,3599.404541015625,759063
3723,TITAN.NS,2024-02-16,3625.1922611814525,3666.9296720832126,3601.8391860340394,3632.5458984375,915502
3724,TITAN.NS,2024-02-19,3648.9925685532207,3686.307850881323,3627.17985057739,3671.9482421875,528874
