id,stock,datetime,open,high,low,close,volume
493,HDFCBANK.NS,2024-01-01,830.285869252277,831.8189412093673,823.4722689184366,826.4410400390625,14239686
494,HDFCBANK.NS,2024-01-02,826.7817032735886,828.7284461026671,821.8661301022644,826.9276733398438,29242092
495,HDFCBANK.NS,2024-01-03,828.3390555600513,829.653083176837,812.2540695245034,814.176513671875,28389762
496,HDFCBANK.NS,2024-01-04,816.6586370098769,824.907936188308,813.1058074949292,822.9125366210938,26734056
497,HDFCBANK.NS,2024-01-05,821.1118277236433,829.7504992888211,811.8404409559379,818.7026977539062,31889470
498,HDFCBANK.NS,2024-01-08,816.9020369293803,818.7757651976441,807.8983504931613,809.577392578125,17998470
499,HDFCBANK.NS,2024-01-09,811.3781093874959,816.5613241836867,801.4497088247701,803.2747802734375,25326888
500,HDFCBANK.NS,2024-01-10,799.6246893784266,807.8739890989318,798.8460040583302,805.92724609375,16115824
501,HDFCBANK.NS,2024-01-11,807.8983430417109,809.309743595266,799.6246853117656,802.5447998046875,18314010
502,HDFCBANK.NS,2024-01-12,804.0048258385641,805.95156875827,795.0497965259408,798.7485961914062,19773552
503,HDFCBANK.NS,2024-01-15,801.9120099654888,818.0700109690749,799.9166104629336,814.1278686523438,28320356
504,HDFCBANK.NS,2024-01-16,814.2251937520415,819.4084084513863,806.9735647828543,817.2183227539062,25322500
505,HDFCBANK.NS,2024-01-17,764.0965828252033,777.1397839265529,743.8504686909188,748.279296875,170145236
506,HDFCBANK.NS,2024-01-18,727.1084960821111,737.32889662945,720.3192537681881,723.2880249023438,161070930
507,HDFCBANK.NS,2024-01-19,732.924355486129,735.0171279009493,714.6493418669147,715.744384765625,109600538
508,HDFCBANK.NS,2024-01-23,712.9946289403671,717.7154569857805,693.5271987986505,694.6708984375,115469402
509,HDFCBANK.NS,2024-01-24,671.7480069982282,709.8068089160445,671.7480069982282,708.5657958984375,86004404
510,HDFCBANK.NS,2024-01-25,706.9110553088505,709.27146932584,690.8017687875753,698.3453979492188,98941852
511,HDFCBANK.NS,2024-01-29,704.7452835773879,711.9238979776146,703.6502407027771,707.9573974609375,65645498
512,HDFCBANK.NS,2024-01-30,707.90875580775,712.1185398649957,701.2654836786888,702.9202270507812,41728768
513,HDFCBANK.NS,2024-01-31,700.5841161285045,717.8371016849802,699.2700884068386,711.80224609375,65761040
514,HDFCBANK.NS,2024-02-01,713.0189555223712,717.1800828855794,708.6387839338071,713.651611328125,32690740
515,HDFCBANK.NS,2024-02-02,717.8614898495053,720.7085896391353,701.8252179588541,703.8206176757812,44867754
516,HDFCBANK.NS,2024-02-05,703.7476277670278,706.6190857097415,697.931756543557,703.1879272460938,38605046
517,HDFCBANK.NS,2024-02-06,703.5286059562596,705.5483042801744,697.2259898811583,702.8228759765625,41075740
518,HDFCBANK.NS,2024-02-07,707.1543478186637,707.5437201567751,694.330191039234,695.9362182617188,54837086
519,HDFCBANK.NS,2024-02-08,695.8875630019661,700.3163911601653,681.6033490400813,682.8444213867188,69106124
520,HDFCBANK.NS,2024-02-09,677.5395328507874,688.2709172654594,675.033089526087,683.112060546875,56642124
521,HDFCBANK.NS,2024-02-12,681.18969323455,688.0032934481292,673.2566920790741,676.4931640625,34447812
522,HDFCBANK.NS,2024-02-13,677.4422211445823,683.4771364619307,673.7434212435891,678.658935546875,57580994
523,HDFCBANK.NS,2024-02-14,669.6795681971766,677.2231970540489,663.6203545889955,673.597412109375,91320810
524,HDFCBANK.NS,2024-02-15,674.0597534612269,688.903668609651,673.7433958465795,688.197998046875,41584944
525,HDFCBANK.NS,2024-02-16,692.9918479710976,694.8412181662663,685.4725175238648,691.0451049804688,32175742
526,HDFCBANK.NS,2024-02-19,695.4739454261017,695.4739454261017,688.7576582283627,689.682373046875,34451756
527,HDFCBANK.NS,2024-02-20,688.660276266856,709.22274741334,687.1029057664576,707.7870483398438,56133508
528,HDFCBANK.NS,2024-02-21,712.5079475266035,712.5079475266035,698.3940605878935,700.413818359375,45893136
529,HDFCBANK.NS,2024-02-22,689.9986977762575,695.3765988884213,687.2975681948778,690.874755859375,50560882
530,HDFCBANK.NS,2024-02-23,692.3348761341468,697.8587478235042,690.1204320838871,691.3858032226562,29833452
531,HDFCBANK.NS,2024-02-26,687.9546346452112,698.3210050066913,687.9546346452112,692.213134765625,23506870
532,HDFCBANK.NS,2024-02-27,687.9546948776648,694.3545652339111,687.7113519923358,691.1668090820312,32087150
533,HDFCBANK.NS,2024-02-28,691.1667470533215,693.1377886016653,683.3067606806109,685.9348754882812,25321986
534,HDFCBANK.NS,2024-02-29,682.3820552900959,686.4215706434694,680.0459994144303,683.0147705078125,53295700
535,HDFCBANK.NS,2024-03-01,681.360036052442,697.2989940386686,681.360036052442,696.3256225585938,34738898
536,HDFCBANK.NS,2024-03-04,696.422958130924,699.3674307159147,693.186545384466,697.274658203125,35616474
537,HDFCBANK.NS,2024-03-05,692.067075174591,702.2874750189414,691.8967470591605,701.2410888671875,37991672
538,HDFCBANK.NS,2024-03-06,697.688303532932,707.0813018234176,697.688303532932,702.0927734375,42409530
539,HDFCBANK.NS,2024-03-07,703.504204064998,706.2053335588424,701.5088045068723,703.7962036132812,49348046
540,HDFCBANK.NS,2024-03-11,695.9606385239804,703.7232526512562,692.5538381955413,694.8899536132812,50531094
541,HDFCBANK.NS,2024-03-12,697.9073792005341,712.5079519871562,695.5956218426523,710.3422241210938,65418454
542,HDFCBANK.NS,2024-03-13,713.2379447418698,716.2067158438075,705.7429725398497,710.755859375,63067454
543,HDFCBANK.NS,2024-03-14,711.5832127948388,713.4812990740788,702.9202422173576,708.3467407226562,52432158
544,HDFCBANK.NS,2024-03-15,705.6943406988961,710.2205419583659,701.9225261192986,706.9840698242188,143613804
545,HDFCBANK.NS,2024-03-18,704.2343003680048,708.6144722431341,698.7834435762417,703.77197265625,21437856
546,HDFCBANK.NS,2024-03-19,698.6374048635253,706.8624060469253,698.6374048635253,705.3779907226562,36183594
547,HDFCBANK.NS,2024-03-20,705.2319615530049,706.4973325344582,693.3568181834665,696.4716186523438,43606094
548,HDFCBANK.NS,2024-03-21,702.0928435492851,706.3026871236781,700.0001304926251,703.6259155273438,28922860
549,HDFCBANK.NS,2024-03-22,701.3141208411934,706.0593065998343,699.7323922549797,702.2144775390625,45980326
